school_name,status,url_found,tables_saved,reason
Reed College,Failure,https://www.reed.edu/admission-aid/costs-and-financial-aid/initiatives/reed-promise.html,0,Could not scrape any tables from the URL.
Lawrence University,Partial Success,https://www.lawrence.edu/admissions-aid/aid-affordability/scholarships,0,"URL scraped, but no suitable tables found."
College of Saint Benedict,Partial Success,https://www.csbsju.edu/admission/cost-aid-scholarships/scholarships/academic-achievement-scholarships/,0,"URL scraped, but no suitable tables found."
Lake Superior State University,Success,https://www.lssu.edu/admissions/financial-aid/scholarships/incoming-student-scholarship/,9,Saved 9 valid tables.
East Georgia State College,Partial Success,https://www.ega.edu/affordability/scholarships/index.html,0,"URL scraped, but no suitable tables found."
Atlanta Metropolitan State College,Failure,https://www.atlm.edu/students/scholarships.aspx,0,Could not scrape any tables from the URL.
Albion College,Success,https://www.albion.edu/offices/financial-aid/aid-scholarships/scholarships/,1,Saved 1 valid tables.
Centre College,Success,https://www.centre.edu/admission-aid/scholarships-fellowships,3,Saved 3 valid tables.
Bryant & Stratton College-Virginia Beach,Failure,https://www.bryantstratton.edu/financial-aid/scholarships/,0,Could not scrape any tables from the URL.
University of Pittsburgh-Greensburg,Failure,https://www.greensburg.pitt.edu/admissions/financial-aid/scholarships,0,Could not scrape any tables from the URL.
Chamberlain University-New Jersey,Failure,https://www.chamberlain.edu/admissions/financial-aid-scholarships/scholarships,0,Could not scrape any tables from the URL.
Kent State University at Ashtabula,Failure,https://www.kent.edu/node/746656,0,Could not scrape any tables from the URL.
Westmont College,Success,https://www.westmont.edu/scholarships,2,Saved 2 valid tables.
Western Wyoming Community College,Success,https://www.westernwyoming.edu/admissions-and-aid/financial-aid/scholarships-and-grants.php,1,Saved 1 valid tables.
Big Bend Community College,Partial Success,https://www.bigbend.edu/i-am/foundation-scholarships.html,0,"URL scraped, but no suitable tables found."
The University of Montana-Western,Success,https://www.umt.edu/finaid//scholarships/new-freshman-scholarships/,2,Saved 2 valid tables.
Guam Community College,Failure,https://www.guamcc.edu/scholarships,0,Could not scrape any tables from the URL.
Arizona College of Nursing-Tempe,Failure,https://arizonacollege.edu/admissions/scholarships/,0,Could not scrape any tables from the URL.
Coe College,Failure,https://www.coe.edu/admission/first-year-students/scholarships-awards,0,Could not scrape any tables from the URL.
Northern Marianas College,Failure,https://www.marianas.edu/scholarships,0,Could not scrape any tables from the URL.
Bluefield State University,Failure,https://bluefieldstate.edu/scholarships/,0,Could not scrape any tables from the URL.
Chipola College,Failure,https://www.chipola.edu/foundation/foundation-scholarships/,0,Could not scrape any tables from the URL.
Pennsylvania State University-Penn State Brandywine,Failure,https://www.brandywine.psu.edu/tuition-financial-aid/scholarships,0,Could not scrape any tables from the URL.
College of the Marshall Islands,Failure,https://www.cmi.edu/financial-aid/scholarships/,0,Could not scrape any tables from the URL.
University of Virginia's College at Wise,Failure,https://www.uvawise.edu/affordability/scholarships-aid,0,Could not scrape any tables from the URL.
Allegheny College,Failure,https://allegheny.edu/cost-and-aid/scholarship-opportunities/,0,Could not scrape any tables from the URL.
Pitzer College,Failure,https://www.pitzer.edu/offices/financial-aid/types-aid/grants,0,Could not scrape any tables from the URL.
North Central State College,Failure,https://ncstatecollege.edu/admissions-and-aid/financial-aid/grants-and-scholarships/,0,Could not scrape any tables from the URL.
Arizona College of Nursing-Las Vegas,Failure,https://arizonacollege.edu/admissions/scholarships/,0,Could not scrape any tables from the URL.
Glenville State University,Failure,https://www.glenville.edu/financial-aid/scholarships,0,Could not scrape any tables from the URL.
Kalamazoo College,Success,https://admission.kzoo.edu/cost-value/merit-based-scholarships/,1,Saved 1 valid tables.
Trinidad State College,Failure,https://trinidadstate.edu/scholarships/index.html,0,Could not scrape any tables from the URL.
Miles College,Success,https://www.miles.edu/scholarships,1,Saved 1 valid tables.
Western Technical College,Failure,https://www.westerntc.edu/scholarships,0,Could not scrape any tables from the URL.
Dean College,Failure,https://www.dean.edu/cost-aid/scholarships/,0,Could not scrape any tables from the URL.
Peninsula College,Failure,https://pencol.edu/scholarships,0,Could not scrape any tables from the URL.
Bowling Green State University-Firelands,Partial Success,https://www.bgsu.edu/financial-aid/apply-for-aid/scholarships/new-freshmen.html,0,"URL scraped, but no suitable tables found."
Arizona Christian University,Failure,https://www.arizonachristian.edu/financial-aid/types/scholarships/,0,Could not scrape any tables from the URL.
Kent State University at Salem,Failure,https://www.kent.edu/node/746656,0,Could not scrape any tables from the URL.
Johnson & Wales University-Charlotte,Success,https://www.jwu.edu/admissions/paying-for-college/scholarships-and-grants.html,1,Saved 1 valid tables.
Dillard University,Success,https://www.dillard.edu/financial-aid/institutional-scholarships/,1,Saved 1 valid tables.
Harris-Stowe State University,Success,https://go.hssu.edu/rspcontent_2021.html?wid=2&pid=15,7,Saved 7 valid tables.
United States Coast Guard Academy,Failure,https://www.coastguardfoundation.org/news/2026-coast-guard-foundation-scholarship-season-opens-february-1,0,Could not scrape any tables from the URL.
Arizona College of Nursing-Phoenix,Failure,https://arizonacollege.edu/admissions/scholarships/,0,Could not scrape any tables from the URL.
Central College,Success,https://central.edu/financial-aid/scholarships-awards/,1,Saved 1 valid tables.
Grays Harbor College,Failure,https://www.ghc.edu/financialaid/grants/,0,Could not scrape any tables from the URL.
Lycoming College,Failure,https://www.lycoming.edu/financial-aid/scholarship-opportunities.aspx,0,Could not scrape any tables from the URL.
Spartanburg Methodist College,Failure,https://www.smcsc.edu/admissions/financial-aid/grants-and-scholarships/,0,Could not scrape any tables from the URL.
Central Methodist University-College of Liberal Arts and Sciences,Success,https://centralmethodist.edu/admissions/financial-aid/scholarships.html,4,Saved 4 valid tables.
Transylvania University,Success,https://www.transy.edu/financial-aid/scholarships-grants-aid/transylvanias-merit-scholarships/,2,Saved 2 valid tables.
West Virginia University Institute of Technology,Success,https://www.wvu.edu/admissions/scholarships/first-time-freshmen/,1,Saved 1 valid tables.
Knox College,Failure,https://www.knox.edu/admission/scholarships,0,Could not scrape any tables from the URL.
Oklahoma Panhandle State University,Failure,https://opsu.edu/scholarships/,0,Could not scrape any tables from the URL.
Wright State University-Lake Campus,Success,https://www.wright.edu/enrollment-services/financial-aid/first-year-scholarships,1,Saved 1 valid tables.
Central Wyoming College,Failure,https://www.cwc.edu/scholarships/,0,Could not scrape any tables from the URL.
University of Minnesota-Morris,Success,https://morris.umn.edu/costs-aid/scholarships,2,Saved 2 valid tables.
University of Pittsburgh-Bradford,Failure,https://www.upb.pitt.edu/admissions-aid/financial-aid/scholarships,0,Could not scrape any tables from the URL.
Cascadia College,Success,https://www.cascadia.edu/student-resources/financial-aid/foundation.aspx,1,Saved 1 valid tables.
Southern Virginia University,Failure,https://svu.edu/financial-aid/scholarships/,0,Could not scrape any tables from the URL.
Trocaire College,Success,https://trocaire.edu/admissions-and-aid/tuition-financial-aid/scholarships-2/,2,Saved 2 valid tables.
Bryant & Stratton College-Wauwatosa,Failure,https://www.bryantstratton.edu/financial-aid/scholarships/,0,Could not scrape any tables from the URL.
Potomac State College of West Virginia University,Failure,https://admissions.potomacstatecollege.edu/cost-and-aid/scholarships,0,Could not scrape any tables from the URL.
Eastwick College-Ramsey,Failure,https://eastwick.edu/GE/FA_scholarship_foundation_eastwick.pdf,0,Could not scrape any tables from the URL.
Illinois College,Failure,https://www.ic.edu/sfs/scholarships,0,Could not scrape any tables from the URL.
Yeshivath Viznitz,Failure,https://www.fastweb.com/directory/college/yeshivath-viznitz-scholarships,0,Could not scrape any tables from the URL.
Abilene Christian University-Undergraduate Online,Success,https://acu.edu/admissions-aid/scholarships/first-year/,1,Saved 1 valid tables.
Harvey Mudd College,Failure,https://www.hmc.edu/admission/afford/scholarships-and-grants/merit-based-scholarships/,0,Could not scrape any tables from the URL.
Mercy College of Health Sciences,Success,https://www.mchs.edu/admissions/fund-your-education/scholarships/,1,Saved 1 valid tables.
Pennsylvania State University-Penn State Lehigh Valley,Failure,https://www.psu.edu/costs-aid/types-of-aid/scholarships,0,Could not scrape any tables from the URL.
West Coast University-Miami,Failure,https://westcoastuniversity.edu/tuition-financial-aid/scholarships-grants/miami,0,Could not scrape any tables from the URL.
Beloit College,Failure,https://www.beloit.edu/admission/tuition-aid/scholarships/,0,Could not scrape any tables from the URL.
University of Science and Arts of Oklahoma,Success,https://usao.edu/financial-aid/financial-aid-options/freshmen-scholarships.html,1,Saved 1 valid tables.
Washington College,Failure,https://www.washcoll.edu/admissions/admitted/available-scholarships.php,0,Could not scrape any tables from the URL.
American Samoa Community College,Failure,https://www.amsamoa.edu/files/2024/09.September/ASCC%20CATALOG%202024-2026-1.pdf,0,Could not scrape any tables from the URL.
Milwaukee Institute of Art & Design,Failure,https://www.miad.edu/admissions/scholarships,0,Could not scrape any tables from the URL.
Haskell Indian Nations University,Failure,https://www.haskellfoundation.org/education,0,Could not scrape any tables from the URL.
Hampden-Sydney College,Failure,https://www.hsc.edu/admission-and-financial-aid/financial-aid/types-of-aid/academic-and-leadership-awards,0,Could not scrape any tables from the URL.
Miami University-Middletown,Failure,https://miamioh.edu/admission-aid/costs-financial-aid/scholarships.html,0,Could not scrape any tables from the URL.
Northern New Mexico College,Failure,https://nnmc.edu/paying-for-college/scholarships/index.html,0,Could not scrape any tables from the URL.
Glendale Career College,Failure,https://www.glendale.edu/students/student-services/transfer-center/financial-aid-scholarships,0,Could not scrape any tables from the URL.
Wabash College,Success,https://www.wabash.edu/admissions/finances/sources,4,Saved 4 valid tables.
Ohio State University-Marion Campus,Failure,https://undergrad.osu.edu/cost-and-aid/merit-based-scholarships,0,Could not scrape any tables from the URL.
Philander Smith University,Failure,https://www.philander.edu/admissions/types-of-aid/scholarships-and-grants/,0,Could not scrape any tables from the URL.
Chamberlain University-Florida,Failure,https://www.chamberlain.edu/admissions/financial-aid-scholarships/scholarships,0,Could not scrape any tables from the URL.
Plaza College,Failure,https://www.campusreel.org/scholarships/by-colleges/plaza-college,0,Could not scrape any tables from the URL.
Northwest College,Success,https://nwc.edu/financialaid/scholarships/spring-start-trapper-scholarship.html,2,Saved 2 valid tables.
The College of the Florida Keys,Failure,https://www.cfk.edu/discover/cfk-foundation/scholarship-info/,0,Could not scrape any tables from the URL.
Lane College,Failure,https://www.lanecollege.edu/financial-aid-tuition/scholarships/lane-college-merit-based-scholarship-program,0,Could not scrape any tables from the URL.
Pittsburgh Technical College,Failure,https://www.johnstown.pitt.edu/financial-aid/student-financial-aid-and-scholarships,0,Could not scrape any tables from the URL.
Pennsylvania State University-Penn State Scranton,Failure,https://scranton.psu.edu/financial-aid/scholarships-awards,0,Could not scrape any tables from the URL.
Lees-McRae College,Failure,https://www.lmc.edu/admissions/financial-aid/types-of-aid.htm,0,Could not scrape any tables from the URL.
North Florida College,Success,https://www.unf.edu/scholarships/programs.html,8,Saved 8 valid tables.
Menlo College,Success,https://menlo.edu/affordability/financial-aid/,3,Saved 3 valid tables.
Livingstone College,Failure,http://livingstone.edu/wp-content/uploads/2025/10/Fall-2026-Scholarship-Probation-Agreement-Contract.pdf,0,Could not scrape any tables from the URL.
Kentucky Wesleyan College,Failure,https://kwc.edu/admissions/cost-and-aid/scholarships/,0,Could not scrape any tables from the URL.
Laurus College,Failure,https://lauruscollege.edu/student-funding/,0,Could not scrape any tables from the URL.
Kansas City Art Institute,Success,https://kcai.edu/admissions-aid/scholarships-grants/,1,Saved 1 valid tables.
Ohio University-Chillicothe Campus,Failure,https://www.ohio.edu/chillicothe/admissions/financial-aid-scholarships,0,Could not scrape any tables from the URL.
The Christ College of Nursing and Health Sciences,Failure,https://thechristcollege.edu/scholarships/,0,Could not scrape any tables from the URL.
Stillman College,Failure,https://stillman.edu/financial-aid-office/scholarships/,0,Could not scrape any tables from the URL.
The College of Westchester,Failure,https://www.cw.edu/undergraduate-scholarships/,0,Could not scrape any tables from the URL.
University of the Ozarks,Success,https://ozarks.edu/admissions-aid/costs-and-aid/grants-and-scholarships/merit-scholarships/,1,Saved 1 valid tables.
St. Augustine College,Failure,https://www.st-aug.edu/admissions/financial-aid/types-of-aid/incoming-freshmen-scholarships/,0,Could not scrape any tables from the URL.
Chamberlain University-Arizona,Failure,https://www.chamberlain.edu/admissions/financial-aid-scholarships/scholarships,0,Could not scrape any tables from the URL.
Spartan College of Aeronautics and Technology,Failure,https://www.spartan.edu/admissions/scholarships/,0,Could not scrape any tables from the URL.
Jarvis Christian University,Success,https://alumni.jarvis.edu/academic-scholarships/,2,Saved 2 valid tables.
Ohio State University-Mansfield Campus,Failure,https://undergrad.osu.edu/cost-and-aid/merit-based-scholarships,0,Could not scrape any tables from the URL.
Monmouth College,Failure,https://www.monmouthcollege.edu/offices/student-financial-services/types-of-aid/scholarships/,0,Could not scrape any tables from the URL.
Helene Fuld College of Nursing,Failure,https://bigfuture.collegeboard.org/scholarships/helene-fuld-health-trust-scholarship,0,Could not scrape any tables from the URL.
Cheyney University of Pennsylvania,Success,https://cheyney.edu/financialaid/scholarships/,1,Saved 1 valid tables.
Ripon College,Failure,https://ripon.edu/admission/cost-and-financial-aid/scholarships-and-aid/,0,Could not scrape any tables from the URL.
Emmanuel University,Success,https://eu.edu/admissions/aid/eu-aid/,2,Saved 2 valid tables.
Laboure College of Healthcare,Failure,https://www.laboure.edu/tuition-financial-aid/scholarships,0,Could not scrape any tables from the URL.
Zane State College,Failure,https://www.zanestate.edu/scholarships/,0,Could not scrape any tables from the URL.
Hampshire College,Failure,https://www.hampshire.edu/offices/financial-services/financial-aid/types-aid/merit-scholarships,0,Could not scrape any tables from the URL.
Alpena Community College,Failure,https://discover.alpenacc.edu/admissions/future_students/scholarships.php,0,Could not scrape any tables from the URL.
Birmingham-Southern College,Success,https://www.fastweb.com/directory/college/birmingham-southern-college-scholarships,1,Saved 1 valid tables.
Provo College,Failure,https://www.provocollege.edu/financial-aid/,0,Could not scrape any tables from the URL.
Drury University-College of Continuing Professional Studies,Success,https://www.drury.edu/financial-aid/scholarship-information/,2,Saved 2 valid tables.
Brewton-Parker College,Failure,https://bpc.edu/admissions-aid/finances/financial-aid-2/scholarships-grants/,0,Could not scrape any tables from the URL.
Davis & Elkins College,Failure,https://www.dewv.edu/admissions/afford/financial-aid/scholarships/,0,Could not scrape any tables from the URL.
Be'er Yaakov Talmudic Seminary,Failure,https://www.campusreel.org/scholarships/by-colleges/be-er-yaakov-talmudic-seminary,0,Could not scrape any tables from the URL.
Northwest Indian College,Success,https://www.nwic.edu/student-life/northwest-indian-college-financial-aid-2/,2,Saved 2 valid tables.
Chamberlain University-California,Failure,https://www.chamberlain.edu/admissions/financial-aid-scholarships/scholarships,0,Could not scrape any tables from the URL.
Galen College of Nursing-Cincinnati,Partial Success,https://galencollege.edu/get-started/paying-for-college/scholarships,0,"URL scraped, but no suitable tables found."
William Peace University,Failure,https://peace.edu/admissions/understand-costs-and-financial-aid/scholarships-and-awards/,0,Could not scrape any tables from the URL.
Ohio University-Lancaster Campus,Failure,https://www.ohio.edu/lancaster/admissions/financial-aid-scholarships,0,Could not scrape any tables from the URL.
Bryant & Stratton College-Buffalo,Failure,https://www.bryantstratton.edu/financial-aid/scholarships/,0,Could not scrape any tables from the URL.
Ohio State University-Lima Campus,Failure,https://undergrad.osu.edu/cost-and-aid/merit-based-scholarships,0,Could not scrape any tables from the URL.
Valley College-Martinsburg,Failure,https://valley.edu/scholarships/,0,Could not scrape any tables from the URL.
Southeastern College-West Palm Beach,Success,https://seu.edu/admission/financial/scholarships/,5,Saved 5 valid tables.
Texas College,Success,https://www.depts.ttu.edu/scholarships/incfreshman.php,1,Saved 1 valid tables.
Chamberlain University-Michigan,Failure,https://www.chamberlain.edu/admissions/financial-aid-scholarships/scholarships,0,Could not scrape any tables from the URL.
University of Maine at Fort Kent,Success,https://www.umfk.edu/admissions/financialaid/scholarships-grants/,1,Saved 1 valid tables.
Wiley University,Failure,https://www.wileyc.edu/office-of-financial-aid,0,Could not scrape any tables from the URL.
Morgan Community College,Failure,https://www.morgancc.edu/financial-aid/scholarships/,0,Could not scrape any tables from the URL.
Pennsylvania State University-Penn State Schuylkill,Failure,https://schuylkill.psu.edu/tuition-financial-aid/student-scholar-scholarships,0,Could not scrape any tables from the URL.
Turtle Mountain Community College,Failure,https://www.tm.edu/scholarships/,0,Could not scrape any tables from the URL.
Beckfield College-Florence,Failure,https://www.beckfield.edu/application-process/scholarships/,0,Could not scrape any tables from the URL.
Ozark Christian College,Failure,https://www.campusreel.org/scholarships/by-colleges/ozark-christian-college,0,Could not scrape any tables from the URL.
Paul Quinn College,Failure,https://paulquinn.edu/office-of-financial-aid/,0,Could not scrape any tables from the URL.
Platt College-Los Angeles,Failure,https://plattcollege.edu/high-school-scholarship/,0,Could not scrape any tables from the URL.
Westminster College,Failure,https://www.westminster.edu/admissions/financial-aid/scholarships.cfm,0,Could not scrape any tables from the URL.
Florida College,Failure,https://www.usf.edu/admissions/freshmen/admissions-scholarships/,0,Could not scrape any tables from the URL.
Bethany College,Success,https://www.bethanywv.edu/admissions-aid/financial-aid/grants-scholarships/,1,Saved 1 valid tables.
Chamberlain University-Nevada,Failure,https://www.chamberlain.edu/admissions/financial-aid-scholarships/scholarships,0,Could not scrape any tables from the URL.
Le Moyne-Owen College,Failure,https://www.lemoyne.edu/admission-financial-aid/cost-financial-aid/types-of-aid/awards-scholarships/,0,Could not scrape any tables from the URL.
University of Wisconsin-Milwaukee Flex,Failure,https://uwm.edu/finances/scholarships/,0,Could not scrape any tables from the URL.
University of Minnesota-Rochester,Success,https://r.umn.edu/admissions/scholarships-overview,1,Saved 1 valid tables.
Chamberlain University-Virginia,Failure,https://www.chamberlain.edu/admissions/financial-aid-scholarships/scholarships,0,Could not scrape any tables from the URL.
Arizona College of Nursing-Tucson,Failure,https://arizonacollege.edu/admissions/scholarships/,0,Could not scrape any tables from the URL.
Lyon College,Failure,https://www.lyon.edu/scholarships-aid-programs,0,Could not scrape any tables from the URL.
Cleveland Institute of Art,Failure,https://www.cia.edu/financial-aid/types-of-aid/,0,Could not scrape any tables from the URL.
Pennsylvania State University-Penn State Mont Alto,Failure,https://montalto.psu.edu/tuition-and-aid/scholarships,0,Could not scrape any tables from the URL.
Atenas University,Failure,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-type/academic-scholarships-and-merit-scholarships,0,Could not scrape any tables from the URL.
Las Vegas College,Partial Success,https://www.unlv.edu/finaid/scholarships,0,"URL scraped, but no suitable tables found."
Colegio Universitario de San Juan,Failure,https://www.facebook.com/SanJuanUnified/posts/take-a-step-closer-to-your-future-scholarship-applications-are-now-open-the-san-/1323254813165458/,0,Could not scrape any tables from the URL.
Thomas Aquinas College,Failure,https://www.aquinas.edu/cost-aid/scholarships/first-year-scholarships.html,0,Could not scrape any tables from the URL.
Villa Maria College,Failure,https://www.villa.edu/admissions/financial-aid/scholarships/,0,Could not scrape any tables from the URL.
Holy Cross College,Failure,https://www.holycross.edu/admissions-aid/tuition-financial-aid/scholarships-grants,0,Could not scrape any tables from the URL.
Southern California Institute of Technology,Failure,https://www.finaid.caltech.edu/typesofaid/grants,0,Could not scrape any tables from the URL.
Southern Technical College,Failure,https://blog.collegevine.com/which-colleges-award-automatic-scholarships-based-on-sat-scores,0,Could not scrape any tables from the URL.
United Tribes Technical College,Failure,https://uttc.edu/tuition-and-aid/financial-aid-office/scholarships/,0,Could not scrape any tables from the URL.
Bay Mills Community College,Failure,https://bmcc.edu/admissions/financial-aid/scholarships.html,0,Could not scrape any tables from the URL.
Neumont College of Computer Science,Failure,https://neumont.smartcatalogiq.com/en/2025-2026/2025-2026/scholarships-and-grants,0,Could not scrape any tables from the URL.
Alice Lloyd College,Failure,https://alc.edu/admissions/financial-aid/scholarships-awards/,0,Could not scrape any tables from the URL.
East-West University,Success,https://www.ewubd.edu/notice-details/merit-scholarship-spring-semester-2026-undergraduate-programs,1,Saved 1 valid tables.
Bon Secours Memorial College of Nursing,Failure,https://www.bsmcon.edu/scholarships,0,Could not scrape any tables from the URL.
Ohio University-Zanesville Campus,Failure,https://www.ohio.edu/financial-aid/types/scholarships,0,Could not scrape any tables from the URL.
Baptist Health System School of Health Professions,Failure,https://www.bshp.edu/academics/financial-aid/scholarship-resources,0,Could not scrape any tables from the URL.
Bryant & Stratton College-Parma,Failure,https://www.bryantstratton.edu/financial-aid/scholarships/,0,Could not scrape any tables from the URL.
Eureka College,Failure,https://www.eureka.edu/admissions-and-financial-aid/scholarships-and-awards/2026-27-scholarships-and-awards,0,Could not scrape any tables from the URL.
Chamberlain University-Louisiana,Failure,https://www.chamberlain.edu/admissions/financial-aid-scholarships/scholarships,0,Could not scrape any tables from the URL.
Talmudical Seminary of Bobov,Failure,https://www.fastweb.com/directory/college/talmudical-seminary-of-bobov-scholarships,0,Could not scrape any tables from the URL.
Sumner College,Failure,https://www.sumnercollege.edu/scholarship-form/,0,Could not scrape any tables from the URL.
Urshan University,Failure,https://urshan.edu/scholarships,0,Could not scrape any tables from the URL.
Pennsylvania State University-Penn State Hazleton,Failure,https://www.psu.edu/costs-aid/types-of-aid/scholarships,0,Could not scrape any tables from the URL.
Bethel College-North Newton,Success,https://www.bethelks.edu/admissions/affordability/,2,Saved 2 valid tables.
Beacon College,Failure,https://www.beaconcollege.edu/admissions-aid/scholarships/,0,Could not scrape any tables from the URL.
Escuela de Artes Plasticas y Diseno de Puerto Rico,Failure,https://www.nprdpinc.org/scholarship,0,Could not scrape any tables from the URL.
Brookline College-Albuquerque,Failure,https://www.campusreel.org/scholarships/by-colleges/brookline-college-albuquerque,0,Could not scrape any tables from the URL.
Pennsylvania State University-Penn State Beaver,Failure,https://beaver.psu.edu/tuition-financial-aid/financialaid/scholarships,0,Could not scrape any tables from the URL.
University of New Hampshire at Manchester,Success,https://www.unh.edu/financialaid/types-aid/scholarships,2,Saved 2 valid tables.
Angeles College,Failure,https://www.angelescollege.edu/admissionsandaid/scholarships/,0,Could not scrape any tables from the URL.
College of Biblical Studies-Houston,Failure,https://cbshouston.edu/financial-aid/,0,Could not scrape any tables from the URL.
Cornish College of the Arts,Failure,https://www.cornish.edu/tuition-financial-aid/scholarships/,0,Could not scrape any tables from the URL.
Lionel University,Failure,https://www.lionel.edu/scholarships,0,Could not scrape any tables from the URL.
Central Baptist College,Failure,https://www.cbc.edu/scholarships,0,Could not scrape any tables from the URL.
Eastern International College-Jersey City,Failure,https://eicollege.edu/financial-aid/scholarships/,0,Could not scrape any tables from the URL.
Platt College-Ontario,Failure,https://plattcollege.edu/high-school-scholarship/,0,Could not scrape any tables from the URL.
Manor College,Failure,https://manor.edu/admissions/financial-aid-scholarships/,0,Could not scrape any tables from the URL.
Ohio University-Southern Campus,Success,https://www.ohio.edu/southern/admissions/financial-aid-scholarships,1,Saved 1 valid tables.
Yeshiva of Machzikai Hadas,Success,https://www.fastweb.com/directory/college/yeshiva-of-machzikai-hadas-scholarships,1,Saved 1 valid tables.
Huertas College,Failure,https://www.facebook.com/groups/7255891764494844/posts/8737034276380578/,0,Could not scrape any tables from the URL.
Northland College,Failure,https://www.northlandcollege.edu/about/offices/financial-aid/scholarships/,0,Could not scrape any tables from the URL.
Good Samaritan College of Nursing and Health Science,Failure,https://gscollege.edu/tuition-aid/financial-aid/scholarships/,0,Could not scrape any tables from the URL.
Bryant & Stratton College-Syracuse North,Failure,https://www.bryantstratton.edu/financial-aid/scholarships/,0,Could not scrape any tables from the URL.
EDP University of Puerto Rico-Manati,Failure,https://www.fastweb.com/directory/college/edp-university-of-puerto-rico-manati-scholarships,0,Could not scrape any tables from the URL.
Rust College,Success,https://rustcollege.edu/financial-aid/,6,Saved 6 valid tables.
Pennsylvania State University-Penn State New Kensington,Failure,https://newkensington.psu.edu/tuition-finanical-aid/scholarships/nk,0,Could not scrape any tables from the URL.
Mitchell College,Failure,https://mitchell.edu/cost-and-aid/,0,Could not scrape any tables from the URL.
Morris College,Failure,https://www.morris.edu/financial-aid/financial-aid-at-a-glance-guide/scholarships,0,Could not scrape any tables from the URL.
Platt College-Riverside,Failure,https://plattcollege.edu/high-school-scholarship/,0,Could not scrape any tables from the URL.
Pennsylvania State University-Penn State Fayette- Eberly,Failure,https://fayette.psu.edu/tuition-and-financial-aid/financial-aid/scholarships/psf-scholarships,0,Could not scrape any tables from the URL.
Arizona College of Nursing-Fort Lauderdale,Failure,https://arizonacollege.edu/admissions/scholarships/,0,Could not scrape any tables from the URL.
Benjamin Franklin Cummings Institute of Technology,Failure,https://franklincummings.edu/admissions-and-aid/making-college-affordable/merit-scholarships/,0,Could not scrape any tables from the URL.
Carolinas College of Health Sciences,Failure,https://atriumhealth.org/documents/cchs/cchs-prospective-students-financial-aid-information.pdf,0,Could not scrape any tables from the URL.
Platt College-Anaheim,Failure,https://plattcollege.edu/high-school-scholarship/,0,Could not scrape any tables from the URL.
College Unbound,Partial Success,https://www.collegebound.org/college-bound-scholarships.html,0,"URL scraped, but no suitable tables found."
Arizona College of Nursing-Dallas,Failure,https://arizonacollege.edu/admissions/scholarships/,0,Could not scrape any tables from the URL.
Simmons College of Kentucky,Partial Success,https://www.simmons.edu/undergraduate/admission-and-financial-aid/tuition-financial-aid/types-financial-aid/scholarships,0,"URL scraped, but no suitable tables found."
Herzing University-Akron,Failure,https://www.herzing.edu/tuition-financial-aid/types-financial-aid/scholarships-grants,0,Could not scrape any tables from the URL.
Herzing University-Brookfield,Failure,https://www.herzing.edu/tuition-financial-aid/types-financial-aid/scholarships-grants,0,Could not scrape any tables from the URL.
Arkansas Baptist College,Success,https://www.arkansasbaptist.edu/financial-aid/apply-for-financial-aid/,1,Saved 1 valid tables.
Franklin W Olin College of Engineering,Failure,https://www.olin.edu/admission-financial-aid-afford/understanding-your-aid,0,Could not scrape any tables from the URL.
Patrick Henry College,Success,https://www.phc.edu/academic-scholarships,1,Saved 1 valid tables.
Yeshiva Kollel Tifereth Elizer,Failure,https://www.yeshivakolleltiferethelizer.com/,0,Could not scrape any tables from the URL.
Pennsylvania State University-Penn State Greater Allegheny,Failure,https://greaterallegheny.psu.edu/tuition-financial-aid/scholarships/ga,0,Could not scrape any tables from the URL.
Dewey University-Carolina,Failure,https://columns.wlu.edu/disciplines/the-college/,0,Could not scrape any tables from the URL.
Wells College,Partial Success,https://scholarships.indiana.edu/future-scholars/iu-scholarships/index.html,0,"URL scraped, but no suitable tables found."
Talmudical Seminary Oholei Torah,Failure,https://www.campusreel.org/scholarships/by-colleges/talmudical-seminary-oholei-torah,0,Could not scrape any tables from the URL.
Valor Christian College,Failure,https://www.valorcollege.edu/scholarships,0,Could not scrape any tables from the URL.
Warner Pacific University,Failure,https://www.warnerpacific.edu/admissions-aid/financial-aid/scholarships/,0,Could not scrape any tables from the URL.
Donnelly College,Failure,https://www.donnelly.edu/admissions/aid/scholarships,0,Could not scrape any tables from the URL.
Remington College-Shreveport Campus,Failure,https://remingtoncollege.edu/financial-aid/scholarships/,0,Could not scrape any tables from the URL.
Blackburn College,Failure,https://blackburn.edu/admissions-aid/financial-aid/,0,Could not scrape any tables from the URL.
Morris Brown College,Failure,https://morrisbrown.edu/academic-scholarships/,0,Could not scrape any tables from the URL.
Paine College,Failure,https://www.paine.edu/web/admission/financial-aid/scholarships-honors-aawards,0,Could not scrape any tables from the URL.
Pennsylvania State University-Penn State Wilkes-Barre,Failure,https://wilkesbarre.psu.edu/financial-aid/campus-scholarships,0,Could not scrape any tables from the URL.
Arizona College of Nursing-Tampa,Failure,https://arizonacollege.edu/admissions/scholarships/,0,Could not scrape any tables from the URL.
Mid-America College of Funeral Service,Success,https://mid-america.edu/funeral-service-program-admissions/scholarships/,1,Saved 1 valid tables.
Principia College,Success,https://www.principiacollege.edu/admissions/scholarships,4,Saved 4 valid tables.
Chamberlain University-Ohio,Failure,https://www.chamberlain.edu/admissions/financial-aid-scholarships/scholarships,0,Could not scrape any tables from the URL.
